"Claim No","State","CLASS","Gender","Age","Claim Amount"
"H05668","STATE 15","C1B","M",52,
"H05669","STATE 02","C7B","M",52,
"H05670","STATE 15","C11","M",,5143.65
"H05671","STATE 10","C7 ","M",52,4872.03
"H05672","STATE 13","C1B","M",52,4809.75
"H05673","STATE 15","C7 ","F",52,4536.19
"H05674","STATE 15","C1B","M",52,4234.65
"H05675","STATE 10","C11","F",52,4171.55
"H05676","STATE 17","C7 ","M",52,4155.69
"H05677","STATE 15","C1 ","M",52,4120.68
"H05678","STATE 17","C7 ","M",52,4118.55
"H05679","STATE 06","C7B","F",52,4112.56
"H05680","STATE 04","C7B","M",52,4078.3
"H05681","STATE 15","C1B","F",52,4000
"H05682","STATE 15","C71","F",52,3942.63
"H05683","STATE 06","C1 ","M",52,3820.68
"H05684","STATE 07","C71","M",52,3740.13
"H05685","STATE 13","C1B","M",52,3696
"H05686","STATE 02","C7C","M",52,3675
"H05687","STATE 01","C1 ",,52,3660.97
"H05688","STATE 12","C1B","F",52,3626.77
"H05689","STATE 03","C7 ","M",52,3570.96
"H05690","STATE 15","C72","M",52,3332.79
"H05691","STATE 12","C11","F",52,3321.59
"H05692","STATE 15","C71","M",52,3302.34
"H05693","STATE 10","C7B","F",52,3285.5
"H05694","STATE 07","C71","M",52,3283.81
"H05695","STATE 15","C11","F",,3265.31
"H05696","STATE 02","C71","F",52,3240
"H05697","STATE 04","C7B","M",52,3239.11
"H05698","STATE 04","C7B","M",52,3211.1
"H05699","STATE 04","C72","M",52,3204.38
"H05700","STATE 15","C1 ","M",52,3199.62
"H05701","STATE 14","C11","M",52,3100.58
"H05702","STATE 13","C71","M",52,3085.09
"H05703","STATE 15","C1B","M",52,3070.28
"H05704","STATE 03","C7B","F",52,3043.57
"H05705","STATE 02","F1 ","F",52,3038.81
"H05706","STATE 17","C7A","F",52,3022.65
"H05707","STATE 13","C7B","M",52,3021.88
"H05708","STATE 14","F71","M",52,2965.24
"H05709","STATE 04","F71","M",,2941.5
"H05710","STATE 13","C11","M",52,2908.31
"H05711","STATE 15","C1 ","M",52,2895.89
"H05712","STATE 12","C7 ","M",52,2873.55
"H05713","STATE 04","C71","M",52,2802.98
"H05714","STATE 15","C1C","M",52,2713.54
"H05715","STATE 15","C7B","M",52,2710.63
"H05716","STATE 15","C11","F",52,2668.81
"H05717","STATE 17","C7 ",,52,2634.39
"H05718","STATE 06","C7 ","M",52,2594.2
"H05719","STATE 15","C7 ","F",52,2563.43
"H05720","STATE 15","C7 ","F",52,2558.85
"H05721","STATE 10","C1 ","M",52,2528.7
"H05722","STATE 02","C11","F",52,2520.09
"H05723","STATE 17","C71","M",52,2500.47
"H05724","STATE 10","C71","F",52,2482.18
"H05725","STATE 17","F71","M",52,2442.97
"H05726","STATE 03","F11","M",,2420.85
"H05727","STATE 17","C72",,52,2384.36
"H05728","STATE 03","C11",,52,2372.51
"H05729","STATE 04","C71","F",52,2348.28
"H05730","STATE 15","C71","M",52,2319.89
"H05731","STATE 06","C1B","F",52,2313.46
"H05732","STATE 10","C11","M",52,2305.79
"H05733","STATE 13","C1B","M",52,2268.35
"H05734","STATE 06","C11","M",52,2264.77
"H05735","STATE 13","C11","M",52,2262.15
"H05736","STATE 15","C71","M",52,2255.89
"H05737","STATE 02","C71","M",52,2231.99
"H05738","STATE 04","C71","M",52,2148.8
"H05739","STATE 02","C71","M",52,2127.22
"H05740","STATE 02","C7 ","M",52,2100
"H05741","STATE 13","C11","F",52,2095.41
"H05742","STATE 17","C7B","M",52,2094.49
"H05743","STATE 10","C7B","M",52,2040.35
"H05744","STATE 02","C11","F",52,2027.99
"H05745","STATE 14","C71","M",,2011.49
"H05746","STATE 07","C71","M",52,1987.68
"H05747","STATE 06","C1 ","F",52,1978.97
"H05748","STATE 06","C11","F",52,1967.97
"H05749","STATE 15","C71","M",52,1962.91
"H05750","STATE 15","C1 ","M",52,1907.39
"H05751","STATE 15","C7 ","F",52,1869.49
"H05752","STATE 03","C71","M",52,1836.11
"H05753","STATE 13","C1 ","M",52,1788.06
"H05754","STATE 15","C7 ","F",52,1787.42
"H05755","STATE 06","C11","F",52,1770.63
"H05756","STATE 03","C7B","F",52,1769.15
"H05757","STATE 15","C71","M",52,1764.12
"H05758","STATE 15","C11","M",52,1758.73
"H05759","STATE 14","C7 ","M",52,1722.29
"H05760","STATE 06","C7A","M",52,1720.09
"H05761","STATE 04","C7B","M",52,1712.08
"H05762","STATE 15","C1 ","M",52,1694.74
"H05763","STATE 15","C1B","M",52,1665.54
"H05764","STATE 15","C1 ","M",52,1640.69
"H05765","STATE 15","C7C","M",52,1637.69
"H05766","STATE 12","C7B","M",52,1625.17
"H05767","STATE 15","C2 ","F",52,1625
"H05768","STATE 17","C71","M",52,1620.73
"H05769","STATE 15","C7B","M",52,1579.72
"H05770","STATE 02","C72","M",52,1577.23
"H05771","STATE 15","C7B","F",52,1573.23
"H05772","STATE 06","C11","F",52,1541.52
"H05773","STATE 15","C1 ","M",52,1530.84
"H05774","STATE 15","C71","M",52,1523.72
"H05775","STATE 04","C7C","M",52,1513.5
"H05776","STATE 07","C7 ","M",52,1492.96
"H05777","STATE 17","C71","F",52,1478.53
"H05778","STATE 06","C11","F",52,1460.1
"H05779","STATE 15","C7 ","M",52,1450
"H05780","STATE 06","C1 ","F",52,1445.96
"H05781","STATE 07","C7 ","M",52,1401.84
"H05782","STATE 15","C7B","M",52,1400.81
"H05783","STATE 15","C11","F",52,1400.4
"H05784","STATE 07","C71","F",52,1391.13
"H05785","STATE 15","C7B","M",52,1376.27
"H05786","STATE 02","C11","M",,1373.47
"H05787","STATE 02","C11","F",52,1372.21
"H05788","STATE 10","C71","M",52,1315.06
"H05789","STATE 15","C7C","M",52,1307.41
"H05790","STATE 15","C72","M",52,1298.91
"H05791","STATE 12","C1A","M",52,1294.87
"H05792","STATE 06","C11","F",52,1266.11
"H05793","STATE 17","C7B","M",52,1263.16
"H05794","STATE 17","C7 ","F",52,1240.42
"H05795","STATE 02","C7B","M",52,1238.39
"H05796","STATE 15","C11","F",52,1234.08
"H05797","STATE 06","C11","F",52,1229
"H05798","STATE 12","C7B","M",52,1226.12
"H05799","STATE 06","C1 ","F",52,1222.12
"H05800","STATE 06","C71","M",52,1194.96
"H05801","STATE 06","C71","F",52,1190.97
"H05802","STATE 15","F71","F",52,1177.49
"H05803","STATE 15","C7 ","M",52,1162.61
"H05804","STATE 06","C1C","M",52,1156.4
"H05805","STATE 04","F7 ","M",52,1151.64
"H05806","STATE 01","C71","M",52,1144.92
"H05807","STATE 02","C7A","F",52,1139.93
"H05808","STATE 15","C11","M",52,1123.1
"H05809","STATE 15","C71","M",52,1086.61
"H05810","STATE 13","C7B","M",52,1085.43
"H05811","STATE 15","C71","M",52,1071.9
"H05812","STATE 12","C1A","M",52,1059.72
"H05813","STATE 02","C1 ","M",52,1057.79
"H05814","STATE 15","C7B","M",52,1045.28
"H05815","STATE 04","C71","M",52,1044.7
"H05816","STATE 17","C7 ","F",52,1035.59
"H05817","STATE 15","C71","M",52,1028.9
"H05818","STATE 15","C7B","F",52,1014.09
"H05819","STATE 15","C2 ","F",52,1007.02
"H05820","STATE 15","C71","M",52,996.19
"H05821","STATE 02","C71","M",52,975.43
"H05822","STATE 06","C1B","M",52,967.19
"H05823","STATE 02","C7 ","M",52,962.15
"H05824","STATE 07","C7B","M",52,961.26
"H05825","STATE 12","C1B","M",52,952.64
"H05826","STATE 10","C1B","F",52,951.8
"H05827","STATE 02","C7B","M",52,949.22
"H05828","STATE 02","C7B","M",52,948.53
"H05829","STATE 15","C72","M",52,942.38
"H05830","STATE 02","C1 ","F",52,937.31
"H05831","STATE 06","C7B","M",52,930.88
"H05832","STATE 13","C1B","F",52,927.36
"H05833","STATE 17","C7C","F",52,919.99
"H05834","STATE 06","C7 ","F",52,913.34
"H05835","STATE 03","C71",,52,913.08
"H05836","STATE 04","C71","M",52,896.83
"H05837","STATE 15","C71","M",52,896.16
"H05838","STATE 02","C1A","M",52,895.01
"H05839","STATE 02","C71","F",52,894.54
"H05840","STATE 04","C7 ","F",52,894.35
"H05841","STATE 15","C11","F",52,888.6
"H05842","STATE 02","C71","M",52,880.5
"H05843","STATE 02","C7B","F",52,877.83
"H05844","STATE 15","C71","M",52,871.59
"H05845","STATE 03","C1 ","M",52,868.7
"H05846","STATE 17","C71","M",52,865.15
"H05847","STATE 17","C7B","M",52,850.29
"H05848","STATE 02","C71","M",52,848.25
"H05849","STATE 06","C1 ","F",52,837.33
"H05850","STATE 15","C1B","F",52,831.03
"H05851","STATE 15","C71","M",52,828.26
"H05852","STATE 15","C7 ","F",52,816.3
"H05853","STATE 10","C7B","M",52,810
"H05854","STATE 04","C7 ","M",52,806.24
"H05855","STATE 02","C7B","F",,800
"H05856","STATE 03","C71",,52,800
"H05857","STATE 10","C1 ","M",52,797.04
"H05858","STATE 03","C7 ","F",52,789.28
"H05859","STATE 15","C1C","M",52,783.29
"H05860","STATE 03","C11","M",52,779.49
"H05861","STATE 15","C7 ",,52,778.22
"H05862","STATE 15","C71","F",52,777.74
"H05863","STATE 15","C7 ","F",52,775
"H05864","STATE 07","C7B","M",52,771.06
"H05865","STATE 15","C7B","M",52,765.49
"H05866","STATE 03","C1 ","M",,763.53
"H05867","STATE 15","C7B","M",52,762.63
"H05868","STATE 15","C71","M",52,755.29
"H05869","STATE 03","C11","F",52,752.32
"H05870","STATE 15","C11","M",52,750
"H05871","STATE 02","C1B","M",52,744.69
"H05872","STATE 13","C1B","M",52,741
"H05873","STATE 07","C71","F",52,739.14
"H05874","STATE 03","C7B","M",52,732.64
"H05875","STATE 15","C7B","F",52,727.11
"H05876","STATE 06","C71","M",52,727.02
"H05877","STATE 04","C7 ","F",52,721.25
"H05878","STATE 02","C7B","F",52,720.61
"H05879","STATE 17","C7A","F",,717.05
"H05880","STATE 15","C71","M",52,708.94
"H05881","STATE 06","C7B","F",52,706.04
"H05882","STATE 02","C71","M",52,675
"H05883","STATE 03","C7C","M",52,675
"H05884","STATE 15","C1B","M",52,674.44
"H05885","STATE 02","C1B","F",52,671.72
"H05886","STATE 04","C7B","F",52,669.45
"H05887","STATE 15","C72","M",52,663.88
"H05888","STATE 07","C7 ","F",52,650
"H05889","STATE 04","C7 ","M",52,648.93
"H05890","STATE 15","C1 ",,52,647
"H05891","STATE 06","C1 ","M",52,631.71
"H05892","STATE 04","C7C","M",52,628.83
"H05893","STATE 06","C7B","M",52,627.8
"H05894","STATE 15","C7 ","M",52,627.19
"H05895","STATE 02","C7 ","M",52,613.22
"H05896","STATE 15","C71","M",52,612.29
"H05897","STATE 15","C7 ","F",52,600
"H05898","STATE 03","C1B","F",52,597.08
"H05899","STATE 14","C11","M",52,596.1
"H05900","STATE 02","C7 ","F",52,589.6
"H05901","STATE 10","C1B","M",52,588.47
"H05902","STATE 15","C1A","M",52,588.32
"H05903","STATE 15","C1 ","F",52,578.97
"H05904","STATE 15","C71","M",52,564.22
"H05905","STATE 15","F1 ","F",52,562.82
"H05906","STATE 06","C7C","M",52,558.45
"H05907","STATE 15","C71","M",52,556.82
"H05908","STATE 04","C7A","F",52,547.9
"H05909","STATE 02","C11","M",52,538.16
"H05910","STATE 06","C7 ","M",52,528.83
"H05911","STATE 01","C7 ","M",52,523.73
"H05912","STATE 01","C71","M",52,504.91
"H05913","STATE 17","C71","M",52,504.63
"H05914","STATE 15","C71","F",52,504.47
"H05915","STATE 02","C1B","M",52,500
"H05916","STATE 04","C7B","M",52,497.37
"H05917","STATE 04","C7 ","M",52,497
"H05918","STATE 02","C11","M",52,496.92
"H05919","STATE 06","C1 ","M",52,490
"H05920","STATE 02","C71","F",52,487.8
"H05921","STATE 12","C7B","F",52,487.51
"H05922","STATE 02","C1B","F",52,483.74
"H05923","STATE 02","C7 ","M",52,470.99
"H05924","STATE 03","C7 ",,52,464.86
"H05925","STATE 15","C1B","F",52,459.88
"H05926","STATE 04","C72","M",,442.7
"H05927","STATE 03","C7B","M",52,436.37
"H05928","STATE 10","C7B","M",52,428.52
"H05929","STATE 15","C1 ","M",52,427.46
"H05930","STATE 04","C7B","M",52,427.35
"H05931","STATE 02","C1B","F",52,427.3
"H05932","STATE 06","C1 ","F",,420
"H05933","STATE 02","C1B","M",52,405.33
"H05934","STATE 03","C7B","F",52,403.56
"H05935","STATE 10","C71","M",52,403.14
"H05936","STATE 03","C1B","M",52,401.79
"H05937","STATE 17","C71","F",52,400.47
"H05938","STATE 15","C71","F",52,400
"H05939","STATE 15","C71","M",52,399.57
"H05940","STATE 15","C11","F",52,398.25
"H05941","STATE 12","C2 ","F",52,392.09
"H05942","STATE 07","C71","M",52,384.77
"H05943","STATE 15","C71","M",52,381.94
"H05944","STATE 02","F7 ","M",52,381.39
"H05945","STATE 15","C1B",,52,381.25
"H05946","STATE 15","C1B","M",52,362.15
"H05947","STATE 07","C7B","M",52,356.87
"H05948","STATE 04","C71","M",52,355.86
"H05949","STATE 04","C71","M",52,354.8
"H05950","STATE 10","C11","M",52,351.12
"H05951","STATE 02","C1 ","M",52,350
"H05952","STATE 07","F71","F",52,336
"H05953","STATE 02","C7B","F",52,324.54
"H05954","STATE 12","C1B","F",52,322.48
"H05955","STATE 02","C1B","M",52,312.28
"H05956","STATE 02","C1B","F",52,310.9
"H05957","STATE 06","C1B","M",52,296.86
"H05958","STATE 12","C1B","M",52,295.32
"H05959","STATE 06","C7 ","M",,291.08
"H05960","STATE 15","C7 ","F",52,291.01
"H05961","STATE 15","C2 ","F",52,287.02
"H05962","STATE 17","C7 ","F",52,272.48
"H05963","STATE 02","C1B",,52,267.27
"H05964","STATE 07","C71","F",52,260.61
"H05965","STATE 06","C1 ","F",,258.09
"H05966","STATE 02","C7 ","M",52,250
"H05967","STATE 15","C2 ","F",52,235.95
"H05968","STATE 02","C1B","M",52,227.61
"H05969","STATE 15","C11","F",52,204.29
"H05970","STATE 02","C1B","M",52,200
"H05971","STATE 15","C1B","M",,198.61
"H05972","STATE 06","C1B","F",52,175
"H05973","STATE 15","C71","F",52,170.73
"H05974","STATE 04","C71","F",52,125
"H05975","STATE 15","C7 ","F",52,123.32
"H05976","STATE 06","C1A","F",52,90.64
"H05977","STATE 07","C71",,52,85.38
"H05978","STATE 15","C11","F",52,42.59
"H05979","STATE 15","C11","M",52,9.5
"H05980","STATE 13","C1B","M",51,16140.95
"H05981","STATE 02","C71","M",51,12582.27
"H05982","STATE 02","C7B","M",51,
"H05983","STATE 17","C71","F",51,11055.99
"H05984","STATE 12","C1B","F",51,10836.4
"H05985","STATE 10","C1B","M",51,10218.82
"H05986","STATE 02","C11","M",51,
"H05987","STATE 13","C7B","M",51,9523.22
"H05988","STATE 10","C1 ","F",51,8687.61
"H05989","STATE 12","C1B","M",51,
"H05990","STATE 15","C7 ","F",51,7807.72
"H05991","STATE 17","C71","F",51,7758.57
"H05992","STATE 13","C7B","M",51,
"H05993","STATE 15","C7 ","M",51,6937.9
"H05994","STATE 04","C71","F",51,6890.65
"H05995","STATE 10","C1 ","M",51,
"H05996","STATE 04","C7A","M",51,6731.46
"H05997","STATE 14","C11","F",51,6706.5
"H05998","STATE 12","C1A","F",51,6500.9
"H05999","STATE 06","C7B","F",51,
"H06000","STATE 15","C7B","M",51,6345.53
"H06001","STATE 06","C7B","M",51,6193.21
"H06002","STATE 02","C7B","M",51,6083.65
"H06003","STATE 06","C1B","M",51,5906.95
"H06004","STATE 15","C7C",,51,5691.37
"H06005","STATE 02","C1B","M",51,5643.51
"H06006","STATE 15","C11","M",51,5489.32
"H06007","STATE 10","C11","M",51,
"H06008","STATE 17","C71","M",51,5124.67
"H06009","STATE 10","C1B","F",51,5031.57
"H06010","STATE 15","C7B","F",51,4990.66
"H06011","STATE 15","C7B","F",51,4933.88
"H06012","STATE 15","C1B","M",51,4914.98
"H06013","STATE 17","C7B","M",51,4912.47
"H06014","STATE 15","C1B","M",,4885.31
"H06015","STATE 03","C11","M",51,4778
"H06016","STATE 13","C7B","M",51,4648.92
"H06017","STATE 06","C7 ","F",51,4617.68
"H06018","STATE 06","C1 ","M",51,4531.64
"H06019","STATE 15","C71","F",51,4460.55
"H06020","STATE 06","C7C","F",,
"H06021","STATE 15","C7 ","F",51,4345.64
"H06022","STATE 10","C1C","M",51,4216.14
"H06023","STATE 02","C7C","F",51,4158.09
"H06024","STATE 17","C71","M",51,4157.65
"H06025","STATE 06","C7B","M",51,4097.87
"H06026","STATE 10","C1 ","M",51,4043.29
"H06027","STATE 04","C71","M",,3864
"H06028","STATE 13","C7 ","M",51,3858.47
"H06029","STATE 07","C71","F",51,3846.6
"H06030","STATE 02","C11","M",51,3759.82
"H06031","STATE 17","C71","F",51,3729.71
"H06032","STATE 15","C11","F",51,3650.51
"H06033","STATE 02","C1B","F",51,3562.93
"H06034","STATE 04","C7 ","F",51,3407.25
"H06035","STATE 03","C7 ","F",51,3375.12
"H06036","STATE 02","C71","M",51,3311.53
"H06037","STATE 06","C7A",,51,3296.29
"H06038","STATE 15","C7 ",,51,3280.39
"H06039","STATE 02","C71","M",51,3259.71
"H06040","STATE 12","C7B","F",51,3181.1
"H06041","STATE 02","C1B","M",51,3139.38
"H06042","STATE 15","C71","M",51,3110.34
"H06043","STATE 06","C7 ","F",51,3037.06
"H06044","STATE 07","C7A","F",51,3012.69
"H06045","STATE 07","C7 ","F",51,2971.4
"H06046","STATE 17","F71","M",51,2953.78
"H06047","STATE 03","C7B","F",51,2885.43
"H06048","STATE 02","C11",,51,2883.95
"H06049","STATE 17","C71","F",,2883.17
"H06050","STATE 14","C11","F",51,2784.06
"H06051","STATE 15","C1 ","M",51,2771.98
"H06052","STATE 10","C7B","F",51,2742.6
"H06053","STATE 02","C1B","M",51,2737.75
"H06054","STATE 17","C71","F",51,2693.15
"H06055","STATE 04","C7 ","F",51,2676.31
"H06056","STATE 17","C71","M",51,2649.87
"H06057","STATE 02","C7 ","F",51,2637.04
"H06058","STATE 12","C71","F",51,2636.06
"H06059","STATE 04","C71","M",51,2630.23
"H06060","STATE 15","C7 ","M",51,2624
"H06061","STATE 02","C7B","F",51,2620
"H06062","STATE 13","C7 ","M",51,2618.61
"H06063","STATE 15","C7B","F",51,2613.43
"H06064","STATE 10","C71","M",51,2612.98
"H06065","STATE 12","C11","M",51,2572.15
"H06066","STATE 02","C71","M",51,2568.88
"H06067","STATE 15","C1 ","M",51,2545
"H06068","STATE 06","C1B",,51,2530.16
"H06069","STATE 17","C71","M",51,2497.95
"H06070","STATE 02","C1 ","F",51,2465.76
"H06071","STATE 06","C7B",,51,2465
"H06072","STATE 04","C7 ","F",51,2455.58
"H06073","STATE 13","C7 ","M",51,2449.76
"H06074","STATE 15","C1A","M",51,2395.98
"H06075","STATE 06","C7B","F",,2375.51
"H06076","STATE 03","C7 ","M",51,2330.36
"H06077","STATE 02","C1 ","M",51,2305
"H06078","STATE 07","C7 ","F",51,2299.6
"H06079","STATE 17","C7B","F",51,2285.29
"H06080","STATE 07","C71","M",51,2263.37
"H06081","STATE 02","C7B","M",51,2232.12
"H06082","STATE 06","C7B","M",51,2230.84
"H06083","STATE 12","C1B","M",51,2182.08
"H06084","STATE 06","C1 ","F",51,2149
"H06085","STATE 06","C11","M",51,2131
"H06086","STATE 13","C7B","F",51,2107.68
"H06087","STATE 02","C7B","F",51,2100
"H06088","STATE 15","C7 ","F",51,2036.48
"H06089","STATE 17","C71","F",51,2011.07
"H06090","STATE 10","C71","M",51,1973.7
"H06091","STATE 15","C71","M",51,1942.91
"H06092","STATE 14","C11","M",51,1899.84
"H06093","STATE 15","C11","F",51,1899
"H06094","STATE 15","C71","M",51,1895.52
"H06095","STATE 13","C7C","M",51,1885.16
"H06096","STATE 04","C71","F",51,1862.47
"H06097","STATE 02","C7B","M",51,1821.77
"H06098","STATE 06","C1A","M",51,1812.69
"H06099","STATE 01","C7 ","M",51,1784.33
"H06100","STATE 03","C7 ","M",51,1776.97
"H06101","STATE 14","C71","M",51,1774.02
"H06102","STATE 10","C7C","M",51,1767.51
"H06103","STATE 03","F71","F",51,1764
"H06104","STATE 04","C7B","M",51,1755.97
"H06105","STATE 01","C7 ","M",51,1745.59
"H06106","STATE 03","C71","M",51,1732.5
"H06107","STATE 12","C1 ","M",51,1709.33
"H06108","STATE 15","C7C","M",51,1695.68
"H06109","STATE 15","C1B","M",51,1637.78
"H06110","STATE 15","C1B","M",51,1623.82
"H06111","STATE 03","C7 ","M",51,1603.93
"H06112","STATE 02","C7 ","F",51,1600.38
"H06113","STATE 10","C1 ","M",51,1593
"H06114","STATE 14","C7 ","M",51,1572.94
"H06115","STATE 04","C7 ","M",51,1558.24
"H06116","STATE 06","C7B",,51,1553.72
"H06117","STATE 14","C71","F",51,1552.58
"H06118","STATE 12","C11","F",51,1552.3
"H06119","STATE 04","C7A","M",51,1549.73
"H06120","STATE 04","F71","M",51,1540.04
"H06121","STATE 15","C71","F",51,1515.16
"H06122","STATE 15","C11","F",51,1513.24
"H06123","STATE 13","C7B","M",51,1501.77
"H06124","STATE 07","C7 ","M",51,1500
"H06125","STATE 02","C7B","F",51,1466.35
"H06126","STATE 13","C71","F",51,1460.05
"H06127","STATE 02","C71","M",51,1454.49
"H06128","STATE 12","C1B","M",51,1449.51
"H06129","STATE 04","C7B","M",51,1432.1
"H06130","STATE 15","C7 ","M",51,1430.98
"H06131","STATE 06","C1 ","M",51,1426.3
"H06132","STATE 15","C11","M",51,1403.65
"H06133","STATE 17","C72","F",51,1400
"H06134","STATE 15","C1B","M",51,1390.79
"H06135","STATE 06","C71","F",51,1374
"H06136","STATE 06","C1 ","M",51,1365.5
"H06137","STATE 04","C7B","M",51,1352.71
"H06138","STATE 17","C7B","F",51,1351.65
"H06139","STATE 03","C71","M",51,1314.22
"H06140","STATE 14","C1 ","M",51,1274.23
"H06141","STATE 06","C7B","M",51,1268.49
"H06142","STATE 02","C7 ",,51,1268.1
"H06143","STATE 13","C7A","M",51,1263.03
"H06144","STATE 03","C7 ","F",51,1261.14
"H06145","STATE 04","C7 ","F",51,1237.92
"H06146","STATE 15","C7C","M",51,1235.76
"H06147","STATE 07","C7 ","F",51,1234.85
"H06148","STATE 15","C1B","F",51,1216.36
"H06149","STATE 15","C1B","F",51,1200.15
"H06150","STATE 14","C7 ","M",51,1196.85
"H06151","STATE 10","C7 ","M",51,1185.21
"H06152","STATE 02","F1 ","M",51,1170.23
"H06153","STATE 15","C1B","M",51,1152.73
"H06154","STATE 15","C11","M",,1148.76
"H06155","STATE 17","C71","M",51,1147.64
"H06156","STATE 01","C7 ","M",51,1137.42
"H06157","STATE 12","C1B","M",51,1123.29
"H06158","STATE 02","C1 ","F",51,1116.57
"H06159","STATE 15","C7A","M",51,1103.79
"H06160","STATE 04","C7B","F",51,1094.62
"H06161","STATE 04","C7C","F",51,1086.87
"H06162","STATE 03","C11","M",51,1082.09
"H06163","STATE 13","C1A","F",51,1077.83
"H06164","STATE 15","C7B","F",51,1074.61
